production_id,machine_id,production_date,shift,units_produced,units_rejected,production_time_hours,target_id,target_date,target_quantity,target_achievement_percent,total_output,rejection_rate_percent,production_rate_per_hour,total_defects,defect_type_count,quality_defect_rate_percent,total_downtime_hours,downtime_event_count,average_downtime_hours,available_hours,operating_hours,utilization_percent,sensor_value_mean,sensor_value_min,sensor_value_max,sensor_value_std,sensor_reading_count,maintenance_event_count,total_maintenance_downtime,average_maintenance_downtime,total_maintenance_cost,completed_maintenance_count,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
134,5,2026-07-28,Afternoon,920,11,8.0,134,2026-07-28,954,96.44,931,1.18,115.0,2,1,0.21,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,28,7,1,0,1,899.0,4.77,905.67,5.73
135,5,2026-07-28,Night,1022,30,8.0,135,2026-07-28,954,107.13,1052,2.85,127.75,9,1,0.86,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,28,7,1,0,2,920.0,1.18,899.67,3.81
148,5,2026-07-29,Morning,964,21,8.0,148,2026-07-29,919,104.9,985,2.13,120.5,7,1,0.71,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,29,7,2,0,0,1022.0,2.85,947.0,2.93
149,5,2026-07-29,Afternoon,911,44,8.0,149,2026-07-29,938,97.12,955,4.61,113.88,8,1,0.84,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,29,7,2,0,1,964.0,2.13,968.67,2.05
150,5,2026-07-29,Night,903,54,8.0,150,2026-07-29,957,94.36,957,5.64,112.88,12,1,1.25,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,29,7,2,0,2,911.0,4.61,965.67,3.2
163,5,2026-07-30,Morning,987,44,8.0,163,2026-07-30,924,106.82,1031,4.27,123.38,7,1,0.68,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,30,7,3,0,0,903.0,5.64,926.0,4.13
164,5,2026-07-30,Afternoon,872,61,8.0,164,2026-07-30,967,90.18,933,6.54,109.0,10,1,1.07,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,30,7,3,0,1,987.0,4.27,933.67,4.84
165,5,2026-07-30,Night,890,13,8.0,165,2026-07-30,963,92.42,903,1.44,111.25,4,1,0.44,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,30,7,3,0,2,872.0,6.54,920.67,5.48
178,5,2026-07-31,Morning,942,62,8.0,178,2026-07-31,972,96.91,1004,6.18,117.75,19,1,1.89,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,31,7,4,0,0,890.0,1.44,916.33,4.08
179,5,2026-07-31,Afternoon,896,56,8.0,179,2026-07-31,956,93.72,952,5.88,112.0,16,1,1.68,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,31,7,4,0,1,942.0,6.18,901.33,4.72
180,5,2026-07-31,Night,907,60,8.0,180,2026-07-31,959,94.58,967,6.2,113.38,11,1,1.14,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,31,7,4,0,2,896.0,5.88,909.33,4.5
193,5,2026-08-01,Morning,976,63,8.0,193,2026-08-01,952,102.52,1039,6.06,122.0,9,1,0.87,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,1,8,5,1,0,907.0,6.2,915.0,6.09
194,5,2026-08-01,Afternoon,961,62,8.0,194,2026-08-01,936,102.67,1023,6.06,120.12,12,1,1.17,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,1,8,5,1,1,976.0,6.06,926.33,6.05
195,5,2026-08-01,Night,929,13,8.0,195,2026-08-01,966,96.17,942,1.38,116.12,2,1,0.21,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,1,8,5,1,2,961.0,6.06,948.0,6.11
208,5,2026-08-02,Morning,921,45,8.0,208,2026-08-02,926,99.46,966,4.66,115.12,11,1,1.14,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,2,8,6,1,0,929.0,1.38,955.33,4.5
209,5,2026-08-02,Afternoon,964,17,8.0,209,2026-08-02,980,98.37,981,1.73,120.5,4,1,0.41,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,2,8,6,1,1,921.0,4.66,937.0,4.03
210,5,2026-08-02,Night,923,41,8.0,210,2026-08-02,967,95.45,964,4.25,115.38,12,1,1.24,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,2,8,6,1,2,964.0,1.73,938.0,2.59
223,5,2026-08-03,Morning,1017,29,8.0,223,2026-08-03,977,104.09,1046,2.77,127.12,6,1,0.57,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,3,8,0,0,0,923.0,4.25,936.0,3.55
224,5,2026-08-03,Afternoon,897,20,8.0,224,2026-08-03,968,92.67,917,2.18,112.12,3,1,0.33,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,3,8,0,0,1,1017.0,2.77,968.0,2.92
225,5,2026-08-03,Night,845,42,8.0,225,2026-08-03,951,88.85,887,4.74,105.62,10,1,1.13,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,3,8,0,0,2,897.0,2.18,945.67,3.07
238,5,2026-08-04,Morning,979,28,8.0,238,2026-08-04,953,102.73,1007,2.78,122.38,6,1,0.6,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,4,8,1,0,0,845.0,4.74,919.67,3.23
239,5,2026-08-04,Afternoon,930,59,8.0,239,2026-08-04,936,99.36,989,5.97,116.25,20,1,2.02,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,4,8,1,0,1,979.0,2.78,907.0,3.23
240,5,2026-08-04,Night,931,70,8.0,240,2026-08-04,940,99.04,1001,6.99,116.38,15,1,1.5,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,4,8,1,0,2,930.0,5.97,918.0,4.5
253,5,2026-08-05,Morning,972,36,8.0,253,2026-08-05,944,102.97,1008,3.57,121.5,7,1,0.69,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,5,8,2,0,0,931.0,6.99,946.67,5.25
254,5,2026-08-05,Afternoon,859,34,8.0,254,2026-08-05,916,93.78,893,3.81,107.38,11,1,1.23,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,5,8,2,0,1,972.0,3.57,944.33,5.51
255,5,2026-08-05,Night,919,42,8.0,255,2026-08-05,957,96.03,961,4.37,114.88,12,1,1.25,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,5,8,2,0,2,859.0,3.81,920.67,4.79
268,5,2026-08-06,Morning,898,14,8.0,268,2026-08-06,967,92.86,912,1.54,112.25,2,1,0.22,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,6,8,3,0,0,919.0,4.37,916.67,3.92
269,5,2026-08-06,Afternoon,925,22,8.0,269,2026-08-06,963,96.05,947,2.32,115.62,6,1,0.63,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,6,8,3,0,1,898.0,1.54,892.0,3.24
270,5,2026-08-06,Night,888,31,8.0,270,2026-08-06,918,96.73,919,3.37,111.0,11,1,1.2,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,6,8,3,0,2,925.0,2.32,914.0,2.74
283,5,2026-08-07,Morning,924,43,8.0,283,2026-08-07,965,95.75,967,4.45,115.5,7,1,0.72,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,7,8,4,0,0,888.0,3.37,903.67,2.41
284,5,2026-08-07,Afternoon,891,24,8.0,284,2026-08-07,893,99.78,915,2.62,111.38,9,1,0.98,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,7,8,4,0,1,924.0,4.45,912.33,3.38
285,5,2026-08-07,Night,899,10,8.0,285,2026-08-07,972,92.49,909,1.1,112.38,2,1,0.22,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,7,8,4,0,2,891.0,2.62,901.0,3.48
298,5,2026-08-08,Morning,952,19,8.0,298,2026-08-08,940,101.28,971,1.96,119.0,4,1,0.41,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,8,8,5,1,0,899.0,1.1,904.67,2.72
299,5,2026-08-08,Afternoon,903,20,8.0,299,2026-08-08,918,98.37,923,2.17,112.88,4,1,0.43,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,8,8,5,1,1,952.0,1.96,914.0,1.89
300,5,2026-08-08,Night,910,27,8.0,300,2026-08-08,941,96.71,937,2.88,113.75,8,1,0.85,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,8,8,5,1,2,903.0,2.17,918.0,1.74
313,5,2026-08-09,Morning,955,19,8.0,313,2026-08-09,948,100.74,974,1.95,119.38,3,1,0.31,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,9,8,6,1,0,910.0,2.88,921.67,2.34
314,5,2026-08-09,Afternoon,863,37,8.0,314,2026-08-09,949,90.94,900,4.11,107.88,14,1,1.56,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,9,8,6,1,1,955.0,1.95,922.67,2.33
315,5,2026-08-09,Night,903,30,8.0,315,2026-08-09,964,93.67,933,3.22,112.88,10,1,1.07,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,9,8,6,1,2,863.0,4.11,909.33,2.98
328,5,2026-08-10,Morning,913,19,8.0,328,2026-08-10,929,98.28,932,2.04,114.12,6,1,0.64,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,10,8,0,0,0,903.0,3.22,907.0,3.09
329,5,2026-08-10,Afternoon,945,53,8.0,329,2026-08-10,962,98.23,998,5.31,118.12,19,1,1.9,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,10,8,0,0,1,913.0,2.04,893.0,3.12
330,5,2026-08-10,Night,913,42,8.0,330,2026-08-10,928,98.38,955,4.4,114.12,12,1,1.26,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,10,8,0,0,2,945.0,5.31,920.33,3.52
343,5,2026-08-11,Morning,911,24,8.0,343,2026-08-11,972,93.72,935,2.57,113.88,8,1,0.86,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,11,8,1,0,0,913.0,4.4,923.67,3.92
344,5,2026-08-11,Afternoon,896,55,8.0,344,2026-08-11,973,92.09,951,5.78,112.0,20,1,2.1,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,11,8,1,0,1,911.0,2.57,923.0,4.09
345,5,2026-08-11,Night,932,59,8.0,345,2026-08-11,962,96.88,991,5.95,116.5,8,1,0.81,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,11,8,1,0,2,896.0,5.78,906.67,4.25
358,5,2026-08-12,Morning,884,46,8.0,358,2026-08-12,969,91.23,930,4.95,110.5,8,1,0.86,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,12,8,2,0,0,932.0,5.95,913.0,4.77
359,5,2026-08-12,Afternoon,934,54,8.0,359,2026-08-12,973,95.99,988,5.47,116.75,15,1,1.52,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,12,8,2,0,1,884.0,4.95,904.0,5.56
360,5,2026-08-12,Night,959,71,8.0,360,2026-08-12,925,103.68,1030,6.89,119.88,14,1,1.36,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,12,8,2,0,2,934.0,5.47,916.67,5.46
373,5,2026-08-13,Morning,878,54,8.0,373,2026-08-13,930,94.41,932,5.79,109.75,11,1,1.18,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,13,8,3,0,0,959.0,6.89,925.67,5.77
374,5,2026-08-13,Afternoon,878,36,8.0,374,2026-08-13,906,96.91,914,3.94,109.75,6,1,0.66,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,13,8,3,0,1,878.0,5.79,923.67,6.05
375,5,2026-08-13,Night,919,18,8.0,375,2026-08-13,937,98.08,937,1.92,114.88,5,1,0.53,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,13,8,3,0,2,878.0,3.94,905.0,5.54
388,5,2026-08-14,Morning,908,13,8.0,388,2026-08-14,998,90.98,921,1.41,113.5,3,1,0.33,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,14,8,4,0,0,919.0,1.92,891.67,3.88
389,5,2026-08-14,Afternoon,919,42,8.0,389,2026-08-14,977,94.06,961,4.37,114.88,11,1,1.14,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,14,8,4,0,1,908.0,1.41,901.67,2.42
390,5,2026-08-14,Night,990,40,8.0,390,2026-08-14,961,103.02,1030,3.88,123.75,6,1,0.58,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,14,8,4,0,2,919.0,4.37,915.33,2.57
403,5,2026-08-15,Morning,915,51,8.0,403,2026-08-15,953,96.01,966,5.28,114.38,11,1,1.14,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,15,8,5,1,0,990.0,3.88,939.0,3.22
404,5,2026-08-15,Afternoon,976,23,8.0,404,2026-08-15,977,99.9,999,2.3,122.0,5,1,0.5,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,15,8,5,1,1,915.0,5.28,941.33,4.51
405,5,2026-08-15,Night,953,10,8.0,405,2026-08-15,968,98.45,963,1.04,119.12,2,1,0.21,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,15,8,5,1,2,976.0,2.3,960.33,3.82
418,5,2026-08-16,Morning,936,10,8.0,418,2026-08-16,958,97.7,946,1.06,117.0,3,1,0.32,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,16,8,6,1,0,953.0,1.04,948.0,2.87
419,5,2026-08-16,Afternoon,942,51,8.0,419,2026-08-16,949,99.26,993,5.14,117.75,15,1,1.51,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,16,8,6,1,1,936.0,1.06,955.0,1.47
420,5,2026-08-16,Night,861,24,8.0,420,2026-08-16,961,89.59,885,2.71,107.62,5,1,0.56,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,16,8,6,1,2,942.0,5.14,943.67,2.41
433,5,2026-08-17,Morning,950,15,8.0,433,2026-08-17,925,102.7,965,1.55,118.75,5,1,0.52,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,17,8,0,0,0,861.0,2.71,913.0,2.97
434,5,2026-08-17,Afternoon,900,46,8.0,434,2026-08-17,936,96.15,946,4.86,112.5,7,1,0.74,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,17,8,0,0,1,950.0,1.55,917.67,3.13
435,5,2026-08-17,Night,905,27,8.0,435,2026-08-17,935,96.79,932,2.9,113.12,4,1,0.43,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,17,8,0,0,2,900.0,4.86,903.67,3.04
448,5,2026-08-18,Morning,907,53,8.0,448,2026-08-18,947,95.78,960,5.52,113.38,20,1,2.08,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,18,8,1,0,0,905.0,2.9,918.33,3.1
449,5,2026-08-18,Afternoon,954,33,8.0,449,2026-08-18,950,100.42,987,3.34,119.25,9,1,0.91,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,18,8,1,0,1,907.0,5.52,904.0,4.43
450,5,2026-08-18,Night,867,14,8.0,450,2026-08-18,947,91.55,881,1.59,108.38,3,1,0.34,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,18,8,1,0,2,954.0,3.34,922.0,3.92
